Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
positive regulation of cellular protein localization (GO:1903829),1/71,0.17493734325009064,0.21078701929874727,0,0,5.3574123989218325,9.339723869609994,CDK1
gland development (GO:0048732),1/71,0.17493734325009064,0.21078701929874727,0,0,5.3574123989218325,9.339723869609994,ANXA1
snRNA transcription (GO:0009301),1/71,0.17493734325009064,0.21078701929874727,0,0,5.3574123989218325,9.339723869609994,CDK7
cell junction organization (GO:0034330),1/72,0.1771729455832538,0.2126533158227943,0,0,5.28169014084507,9.140645755790116,VASP
cell morphogenesis involved in differentiation (GO:0000904),1/72,0.1771729455832538,0.2126533158227943,0,0,5.28169014084507,9.140645755790116,RB1
cytoskeleton-dependent cytokinesis (GO:0061640),1/72,0.1771729455832538,0.2126533158227943,0,0,5.28169014084507,9.140645755790116,CENPA
regulation of actin filament polymerization (GO:0030833),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,VASP
regulation of actin filament-based process (GO:0032970),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,MTOR
regulation of hydrolase activity (GO:0051336),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,PPP1R17
regulation of Rho protein signal transduction (GO:0035023),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,RAF1
granulocyte chemotaxis (GO:0071621),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,ANXA1
positive regulation of JNK cascade (GO:0046330),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,CD27
transcription-coupled nucleotide-excision repair (GO:0006283),1/73,0.1794026022045267,0.21339951017670333,0,0,5.208071278825996,8.948106135360762,CDK7
cellular response to amino acid starvation (GO:0034198),1/74,0.18162632858411695,0.2157683622182157,0,0,5.136469371930732,8.761809189641154,MTOR
response to amino acid starvation (GO:1990928),1/75,0.18384414020581769,0.21756841560663007,0,0,5.066802651708312,8.581476165166299,MTOR
positive regulation of lymphocyte proliferation (GO:0050671),1/75,0.18384414020581769,0.21756841560663007,0,0,5.066802651708312,8.581476165166299,ANXA1
positive regulation of T cell activation (GO:0050870),1/75,0.18384414020581769,0.21756841560663007,0,0,5.066802651708312,8.581476165166299,ANXA1
cell morphogenesis involved in neuron differentiation (GO:0048667),1/76,0.1860560525481816,0.2185158948385091,0,0,4.998993710691824,8.406844180342443,RB1
regulation of epithelial to mesenchymal transition (GO:0010717),1/76,0.1860560525481816,0.2185158948385091,0,0,4.998993710691824,8.406844180342443,MTOR
cellular response to hormone stimulus (GO:0032870),1/76,0.1860560525481816,0.2185158948385091,0,0,4.998993710691824,8.406844180342443,AR
regulation of T cell proliferation (GO:0042129),1/76,0.1860560525481816,0.2185158948385091,0,0,4.998993710691824,8.406844180342443,ANXA1
positive regulation of interleukin-6 production (GO:0032755),1/76,0.1860560525481816,0.2185158948385091,0,0,4.998993710691824,8.406844180342443,MBP
RNA transport (GO:0050658),1/76,0.1860560525481816,0.2185158948385091,0,0,4.998993710691824,8.406844180342443,EIF4E
purine ribonucleotide metabolic process (GO:0009150),1/77,0.1882620809769539,0.22027137686094483,0,0,4.932969215491559,8.237665132225366,BAD
positive regulation of endothelial cell proliferation (GO:0001938),1/77,0.1882620809769539,0.22027137686094483,0,0,4.932969215491559,8.237665132225366,NR4A1
inorganic cation import across plasma membrane (GO:0098659),1/77,0.1882620809769539,0.22027137686094483,0,0,4.932969215491559,8.237665132225366,CACNA2D1
negative regulation of protein serine/threonine kinase activity (GO:0071901),1/78,0.190462240808856,0.2225653103288392,0,0,4.868659642244548,8.073704687210991,RB1
DNA repair (GO:0006281),2/298,0.1922203045558422,0.22433751624670523,0,0,2.5532744282744284,4.210638422907518,CDK1;TP53
regulation of NIK/NF-kappaB signaling (GO:1901222),1/80,0.19484501606792143,0.22626377490887375,0,0,4.744924767136374,7.760565621373132,CD27
regulation of protein localization to plasma membrane (GO:1903076),1/80,0.19484501606792143,0.22626377490887375,0,0,4.744924767136374,7.760565621373132,AR
positive regulation of cell adhesion (GO:0045785),1/80,0.19484501606792143,0.22626377490887375,0,0,4.744924767136374,7.760565621373132,ERBB2
skin development (GO:0043588),1/80,0.19484501606792143,0.22626377490887375,0,0,4.744924767136374,7.760565621373132,ANXA1
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),1/81,0.19702766198051563,0.22822780296745515,0,0,4.685377358490566,7.610979194775059,BAD
regulation of interleukin-8 production (GO:0032677),1/81,0.19702766198051563,0.22822780296745515,0,0,4.685377358490566,7.610979194775059,ANXA1
"regulation of gene expression, epigenetic (GO:0040029)",1/82,0.19920450038996365,0.23017534933118936,0,0,4.627300256231074,7.465794242771092,H3C13
positive regulation of cytoskeleton organization (GO:0051495),1/82,0.19920450038996365,0.23017534933118936,0,0,4.627300256231074,7.465794242771092,VASP
regulation of defense response (GO:0031347),1/83,0.2013755464220889,0.23239488524983923,0,0,4.570639668660838,7.3248327414165475,ANXA1
nuclear export (GO:0051168),1/84,0.20354081521299808,0.23431154564172887,0,0,4.51534439645374,7.187925847991766,EIF4E
spindle assembly (GO:0051225),1/84,0.20354081521299808,0.23431154564172887,0,0,4.51534439645374,7.187925847991766,NEK2
negative regulation of defense response (GO:0031348),1/85,0.2057003218403385,0.23650445419514168,0,0,4.4613656783468105,7.054913327861288,RB1
regulation of Ras protein signal transduction (GO:0046578),1/86,0.20785408138648875,0.2383906686519112,0,0,4.40865704772475,6.92564302052444,RAF1
response to interleukin-1 (GO:0070555),1/86,0.20785408138648875,0.2383906686519112,0,0,4.40865704772475,6.92564302052444,ANXA1
calcium ion transmembrane transport (GO:0070588),1/87,0.210002108814943,0.2402610333609385,0,0,4.35717419921018,6.799970348375583,CACNA2D1
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),1/87,0.210002108814943,0.2402610333609385,0,0,4.35717419921018,6.799970348375583,TP53
metal ion transport (GO:0030001),1/88,0.21214441912542104,0.24241348753692027,0,0,4.306874864454565,6.677757854906344,CACNA2D1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),2/321,0.2148794596751133,0.2452371228970273,0,0,2.3664094526163493,3.6387758980463087,RB1;CDK1
cellular amino acid catabolic process (GO:0009063),1/90,0.21641194796983468,0.2460791917551731,0,0,4.209667161331355,6.443196670460662,BCKDK
negative regulation of protein kinase activity (GO:0006469),1/90,0.21641194796983468,0.2460791917551731,0,0,4.209667161331355,6.443196670460662,RB1
positive regulation of binding (GO:0051099),1/90,0.21641194796983468,0.2460791917551731,0,0,4.209667161331355,6.443196670460662,ADD2
regulation of actin cytoskeleton organization (GO:0032956),1/91,0.21853719627074508,0.24788895645362904,0,0,4.1626834381551365,6.330604994411687,MTOR
toll-like receptor signaling pathway (GO:0002224),1/91,0.21853719627074508,0.24788895645362904,0,0,4.1626834381551365,6.330604994411687,FGA
regulation of endothelial cell proliferation (GO:0001936),1/92,0.22065678694231972,0.24937975069271903,0,0,4.116732324279494,6.2209868160475805,NR4A1
cellular response to fibroblast growth factor stimulus (GO:0044344),1/92,0.22065678694231972,0.24937975069271903,0,0,4.116732324279494,6.2209868160475805,NR4A1
regulation of peptidyl-tyrosine phosphorylation (GO:0050730),1/92,0.22065678694231972,0.24937975069271903,0,0,4.116732324279494,6.2209868160475805,TP53
positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/93,0.2227707347342889,0.25146295573287286,0,0,4.071780147662018,6.114234467493096,RAF1
positive regulation of epithelial cell migration (GO:0010634),1/94,0.2248790544166993,0.25322744430680444,0,0,4.027794684520186,6.010245250282423,MTOR
hemopoiesis (GO:0030097),1/94,0.2248790544166993,0.25322744430680444,0,0,4.027794684520186,6.010245250282423,TP53
mRNA metabolic process (GO:0016071),1/95,0.2269817606631972,0.25528578166599303,0,0,3.9847450822962656,5.908921158911916,TP53
positive regulation of cytokine production (GO:0001819),2/335,0.2288016002400983,0.2570213864849472,0,0,2.265303765303765,3.3410965810862234,ANXA1;MBP
regulation of vesicle-mediated transport (GO:0060627),1/96,0.2290788681344704,0.2570220634020809,0,0,3.942601787487587,5.810168619029014,MAP2K1
regulation of MAP kinase activity (GO:0043405),1/97,0.23117039149347784,0.259055842819591,0,0,3.901336477987421,5.713898243899374,ERBB2
regulation of peptidyl-serine phosphorylation (GO:0033135),1/98,0.23325634531533676,0.2610784877083709,0,0,3.8609219996109703,5.6200246083287,RAF1
positive regulation of stress-activated MAPK cascade (GO:0032874),1/99,0.235336744091168,0.2627738404575662,0,0,3.8213323065075087,5.528466035409756,CD27
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),1/99,0.235336744091168,0.2627738404575662,0,0,3.8213323065075087,5.528466035409756,EIF4E
cell-matrix adhesion (GO:0007160),1/100,0.23741160244685375,0.26477236335309384,0,0,3.7825424051839143,5.43914439332398,FGA
positive regulation of cellular process (GO:0048522),3/625,0.23801260399318425,0.2651243514504414,0,0,1.8275014185738605,2.623253374371663,AR;RPS6KA1;ERBB2
cellular response to chemical stress (GO:0062197),1/101,0.2394809348002207,0.2664404651849162,0,0,3.744528301886792,5.351984913808453,FOXO3
cell junction assembly (GO:0034329),1/102,0.2415447555791644,0.2684151649916791,0,0,3.707266953110405,5.266916012992776,VASP
cellular response to DNA damage stimulus (GO:0006974),2/350,0.24379181525045288,0.2705885261262494,0,0,2.166003536693192,3.0571854052318006,CDK1;TP53
mRNA transport (GO:0051028),1/104,0.2456559199877992,0.2723321595091473,0,0,3.634914819564023,5.102778558422387,EIF4E
regulation of JNK cascade (GO:0046328),1/105,0.24770329237259123,0.2742745633064806,0,0,3.5997822931785195,5.023581327863361,CD27
protein processing (GO:0016485),1/106,0.24974521057517932,0.2755502382711896,0,0,3.565318957771788,4.946217041895164,C1R
chromosome organization (GO:0051276),1/106,0.24974521057517932,0.2755502382711896,0,0,3.565318957771788,4.946217041895164,H3C13
RNA export from nucleus (GO:0006405),1/106,0.24974521057517932,0.2755502382711896,0,0,3.565318957771788,4.946217041895164,EIF4E
response to calcium ion (GO:0051592),1/107,0.25178168885115515,0.2771388494582028,0,0,3.531505873976504,4.870627760669909,FGA
mRNA export from nucleus (GO:0006406),1/107,0.25178168885115515,0.2771388494582028,0,0,3.531505873976504,4.870627760669909,EIF4E
DNA replication (GO:0006260),1/108,0.25381274145450977,0.2790438305458457,0,0,3.498324810439076,4.796757877346515,CDK1
regulation of interleukin-6 production (GO:0032675),1/110,0.25785862628579265,0.2824889903531856,0,0,3.4337891639259133,4.653964868867731,MBP
regulation of protein kinase activity (GO:0045859),1/110,0.25785862628579265,0.2824889903531856,0,0,3.4337891639259133,4.653964868867731,RB1
response to endoplasmic reticulum stress (GO:0034976),1/110,0.25785862628579265,0.2824889903531856,0,0,3.4337891639259133,4.653964868867731,TP53
regulation of Wnt signaling pathway (GO:0030111),1/111,0.25987348673890226,0.2843609766554066,0,0,3.402401372212693,4.584941203901978,ESR1
regulation of cytoskeleton organization (GO:0051493),1/112,0.2618829780379357,0.28588635322825184,0,0,3.3715791262961075,4.517435659146221,MTOR
regulation of macroautophagy (GO:0016241),1/112,0.2618829780379357,0.28588635322825184,0,0,3.3715791262961075,4.517435659146221,MTOR
negative regulation of cell motility (GO:2000146),1/114,0.26588590923208694,0.28957562681900206,0,0,3.3115712138921354,4.38679856497224,FOXO3
positive regulation of kinase activity (GO:0033674),1/114,0.26588590923208694,0.28957562681900206,0,0,3.3115712138921354,4.38679856497224,ERBB2
calcium ion transport (GO:0006816),1/115,0.2678793770573336,0.29140508347337574,0,0,3.2823568354849386,4.323581099370532,CACNA2D1
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),1/118,0.2738279567355554,0.29683333933177475,0,0,3.1977100467666504,4.14185077378919,GPR6
negative regulation of response to external stimulus (GO:0032102),1/118,0.2738279567355554,0.29683333933177475,0,0,3.1977100467666504,4.14185077378919,RB1
regulation of protein binding (GO:0043393),1/118,0.2738279567355554,0.29683333933177475,0,0,3.1977100467666504,4.14185077378919,ADD2
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),1/119,0.27580025484775794,0.29862288665916914,0,0,3.170450911416693,4.08378930425916,BAD
cytoskeleton organization (GO:0007010),1/120,0.2777672950864116,0.3004025810655138,0,0,3.143649912795307,4.026926207904397,CFL1
cellular response to interferon-gamma (GO:0071346),1/121,0.27972909123089545,0.3021724718063976,0,0,3.1172955974842766,3.971227838097148,CAMK2G
epithelium development (GO:0060429),1/122,0.2816856569494322,0.30393260778864406,0,0,3.091376890690784,3.916661751538747,CDK1
cellular response to organic substance (GO:0071310),1/123,0.2836370059612168,0.30568303774706546,0,0,3.065883080729972,3.86319665424253,ERBB2
regulation of phosphorylation (GO:0042325),1/125,0.28752410838833287,0.3091549730240292,0,0,3.0161290322580645,3.759449710134971,AR
platelet degranulation (GO:0002576),1/125,0.28752410838833287,0.3091549730240292,0,0,3.0161290322580645,3.759449710134971,FGA
plasma membrane bounded cell projection organization (GO:0120036),1/128,0.29331597663197484,0.31465420587887366,0,0,2.944436190759174,3.611365216958303,RB1
microtubule cytoskeleton organization involved in mitosis (GO:1902850),1/128,0.29331597663197484,0.31465420587887366,0,0,2.944436190759174,3.611365216958303,CENPA
regulation of response to external stimulus (GO:0032101),1/130,0.2971515228201141,0.3180342911289009,0,0,2.898493491297353,3.517359800013655,ANXA1
Golgi organization (GO:0007030),1/130,0.2971515228201141,0.3180342911289009,0,0,2.898493491297353,3.517359800013655,CDK1
regulation of cell migration (GO:0030334),2/408,0.301969765723241,0.3228192317110367,0,0,1.8510799545282304,2.2165356714199365,ANXA1;FOXO3
regulation of cell adhesion (GO:0030155),1/133,0.3028665615425825,0.323405788129953,0,0,2.8321898227558604,3.382945842997971,ERBB2
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),1/134,0.30476141969101106,0.3250555211170485,0,0,2.81075329834019,3.339810258287141,TP53
protein localization to plasma membrane (GO:0072659),1/136,0.3085359835030053,0.32832752425463,0,0,2.768832983927324,3.2559172283809583,KCNB1
negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.3085359835030053,0.32832752425463,0,0,2.768832983927324,3.2559172283809583,PRKACG
regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.3104157155874621,0.32994988533266856,0,0,2.748335183129856,3.215120295929532,PRKACG
protein dephosphorylation (GO:0006470),1/139,0.31416014594522135,0.3335483149521264,0,0,2.7082307902652447,3.135731531516588,PPP2CB
enzyme linked receptor protein signaling pathway (GO:0007167),1/140,0.3160248704252871,0.3347629471209712,0,0,2.688611375050902,3.097103836015175,ERBB2
protein localization to cell periphery (GO:1990778),1/140,0.3160248704252871,0.3347629471209712,0,0,2.688611375050902,3.097103836015175,KCNB1
organelle assembly (GO:0070925),2/425,0.3189502312544445,0.3374769531154658,0,0,1.7751409347154028,2.02848940970691,NEK2;CENPA
negative regulation of cell migration (GO:0030336),1/144,0.32343413500046725,0.341831981132462,0,0,2.6128776883493865,2.9493112629733527,FOXO3
regulation of cytosolic calcium ion concentration (GO:0051480),1/148,0.3307646079806067,0.3491821827431632,0,0,2.5412655628289054,2.811524862557845,ESR1
positive regulation of hydrolase activity (GO:0051345),1/149,0.33258501155690634,0.3507054208131283,0,0,2.523967363590005,2.7785341508286368,ERBB2
regulation of cytokine production (GO:0001817),1/150,0.33440055490417686,0.35182119536351114,0,0,2.506901354944916,2.7460991987490533,ANXA1
response to cytokine (GO:0034097),1/150,0.33440055490417686,0.35182119536351114,0,0,2.506901354944916,2.7460991987490533,ANXA1
actin filament organization (GO:0007015),1/152,0.3380171115569395,0.3548224820750246,0,0,2.4734474572035485,2.6828464490666466,MARCKS
negative regulation of protein phosphorylation (GO:0001933),1/152,0.3380171115569395,0.3548224820750246,0,0,2.4734474572035485,2.6828464490666466,RB1
dephosphorylation (GO:0016311),1/153,0.3398181503324097,0.3563104533395132,0,0,2.4570506454816288,2.6520044847533275,PPP2CB
positive regulation of protein kinase activity (GO:0045860),1/154,0.3416143795485933,0.3577900322442425,0,0,2.440868171167838,2.621669923716089,MAP2K1
positive regulation of NF-kappaB transcription factor activity (GO:0051092),1/155,0.34340581176294793,0.35926126027903,0,0,2.424895858858123,2.5918315252533666,AR
mitotic spindle organization (GO:0007052),1/157,0.3469743356882705,0.36258622930754025,0,0,2.3935655539429126,2.533599819711265,CENPA
negative regulation of nucleic acid-templated transcription (GO:1903507),2/464,0.35753283373237665,0.3732000028509864,0,0,1.622044622044622,1.6683184382835563,RB1;TP53
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),1/165,0.3610590516999416,0.37645775424157774,0,0,2.275885872066268,2.3184762447563068,GPR6
neuron projection development (GO:0031175),1/171,0.37142650185754833,0.38683320653101166,0,0,2.194894561598224,2.173832959100051,RB1
neutrophil degranulation (GO:0043312),2/481,0.3741305926982148,0.38921312499064,0,0,1.5631122530913764,1.5367743808789758,RAP1B;PFKL
neutrophil activation involved in immune response (GO:0002283),2/485,0.37801276395185823,0.3928119213772665,0,0,1.549848702022615,1.5077351543341793,RAP1B;PFKL
neutrophil mediated immunity (GO:0002446),2/488,0.38091825661389633,0.3953888942953181,0,0,1.5400443178220955,1.4864053079777098,RAP1B;PFKL
negative regulation of immune response (GO:0050777),1/178,0.3833133021831732,0.3974308680001874,0,0,2.1073446327683616,2.020738253426957,PRKACG
protein stabilization (GO:0050821),1/179,0.3849933053088833,0.3987277376052983,0,0,2.0953996184015264,2.0001204014908907,CDK7
regulated exocytosis (GO:0045055),1/180,0.3866688162461148,0.40001707159536826,0,0,2.0835880678823653,1.9797977210285784,FGA
negative regulation of cytokine production (GO:0001818),1/182,0.3900064085237779,0.4030210828905335,0,0,2.0603565099551755,1.9400154291954452,ANXA1
regulation of GTPase activity (GO:0043087),1/189,0.4015481994798117,0.41448697479638336,0,0,1.9829385788839824,1.809288095265265,ERBB2
negative regulation of cell differentiation (GO:0045596),1/191,0.4048062992601041,0.4173862952415501,0,0,1.9618669314796424,1.7742076885801688,RB1
protein localization to membrane (GO:0072657),1/195,0.4112703567735608,0.42358111024682704,0,0,1.9210270375413343,1.7068411259335678,KCNB1
negative regulation of intracellular signal transduction (GO:1902532),1/198,0.4160731339213949,0.4275795812090441,0,0,1.891485489895604,1.6586327150113274,ESR1
regulation of signal transduction (GO:0009966),1/198,0.4160731339213949,0.4275795812090441,0,0,1.891485489895604,1.6586327150113274,ESR1
regulation of angiogenesis (GO:0045765),1/203,0.42399244360829513,0.4347560486888589,0,0,1.8441995142910519,1.582396297635001,ERBB2
axon guidance (GO:0007411),1/203,0.42399244360829513,0.4347560486888589,0,0,1.8441995142910519,1.582396297635001,VASP
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),2/547,0.4368478719431364,0.4474439614500261,0,0,1.3691601976005645,1.133897761781219,RB1;TP53
negative regulation of multicellular organismal process (GO:0051241),1/214,0.4410457119359288,0.4502543586686569,0,0,1.747984763929489,1.4309121331586434,RB1
positive regulation of GTPase activity (GO:0043547),1/214,0.4410457119359288,0.4502543586686569,0,0,1.747984763929489,1.4309121331586434,ERBB2
positive regulation of protein modification process (GO:0031401),1/214,0.4410457119359288,0.4502543586686569,0,0,1.747984763929489,1.4309121331586434,ERBB2
extracellular structure organization (GO:0043062),1/216,0.4440926180523509,0.4528672252147464,0,0,1.7315489249670908,1.4055365973075582,FGA
external encapsulating structure organization (GO:0045229),1/217,0.4456099521259254,0.4539162779879219,0,0,1.723445143256464,1.3930801090891642,FGA
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),1/224,0.4561180659629848,0.46411137270494296,0,0,1.6687537016668077,1.3099776406189976,ESR1
inflammatory response (GO:0006954),1/230,0.4649692383652322,0.47260002455284544,0,0,1.6245365411551451,1.2440441387772376,ANXA1
axonogenesis (GO:0007409),1/240,0.47940802183094144,0.4867432265365516,0,0,1.555774848030315,1.143810684179804,VASP
regulation of protein phosphorylation (GO:0001932),1/266,0.5151828813644878,0.5224944288074335,0,0,1.4012815948736206,0.9293766611111112,ERBB2
positive regulation of cell migration (GO:0030335),1/269,0.519152143527187,0.5259458466049691,0,0,1.3853843987609125,0.9082002292791016,MTOR
DNA metabolic process (GO:0006259),1/277,0.52958156940524,0.535927318058244,0,0,1.3446814328684715,0.8547710591795552,CDK1
plasma membrane bounded cell projection assembly (GO:0120031),1/278,0.5308695342257318,0.5366461341628997,0,0,1.3397588720114433,0.8483875498456699,RAP1B
extracellular matrix organization (GO:0030198),1/300,0.5583450282543575,0.5631949307799111,0,0,1.2397930207610273,0.7225243170955516,FGA
mRNA processing (GO:0006397),1/300,0.5583450282543575,0.5631949307799111,0,0,1.2397930207610273,0.7225243170955516,CDK7
cellular macromolecule biosynthetic process (GO:0034645),1/314,0.5750004758179555,0.5793659891918447,0,0,1.1834950871059136,0.6549277313156224,CDK1
post-translational protein modification (GO:0043687),1/345,0.6097172879205403,0.613680780583079,0,0,1.0751426064063183,0.531937439477573,FGA
gene expression (GO:0010467),1/356,0.6213543305593403,0.6247166375428864,0,0,1.0412436885463725,0.49547974421819446,EIF4E
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1/404,0.6682729713840554,0.6711628004494999,0,0,0.9149772929444262,0.3687894201714719,ERBB2
protein modification by small protein conjugation (GO:0032446),1/409,0.672818935401228,0.6749986943712103,0,0,0.9035331113577506,0.35805122181913057,H2BC3
cellular protein metabolic process (GO:0044267),1/417,0.6799656017287966,0.6814326256807466,0,0,0.8857946298984035,0.3416625641250871,FGA
organelle organization (GO:0006996),1/420,0.6826059098432884,0.6833414765564816,0,0,0.8793173323726753,0.3357564063819972,CFL1
protein ubiquitination (GO:0016567),1/525,0.7626844971175952,0.7626844971175952,0,0,0.699337462192136,0.18945809676362949,H2BC3
